quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
6,0.18,9.5,0.041,0.9941,1.4,0.72,white
8,0.15,11,0.034,0.9922,1.8,0.69,white
8,0.15,11,0.034,0.9922,1.8,0.69,white
5,0.17,9.8,0.052,0.9953,5.4,0.38,white
4,0.32,10.5,0.051,0.9945,1.8,0.44,white
6,0.21,11.4,0.034,0.9945,9.25,0.37,white
6,0.45,10.1,0.067,0.9957,1.5,0.57,white
7,0.24,11.6,0.038,0.9932,6.8,0.46,white
6,0.21,11.4,0.034,0.9945,9.25,0.37,white
7,0.33,11.8,0.04,0.9913,2.6,0.52,white
7,0.26,12.1,0.033,0.9909,2.1,0.43,white
5,0.36,12,0.035,0.9939,7.6,0.34,white
7,0.2,12.1,0.026,0.991,1.6,0.74,white
5,0.16,9.1,0.042,0.9954,1.4,0.46,white
5,0.33,9.3,0.054,0.9943,1.6,0.5,white
6,0.22,10.4,0.056,0.993,1.4,0.53,white
5,0.35,9.1,0.062,1.0002,17.95,0.64,white
5,0.37,9.4,0.064,0.9946,2,0.54,white
6,0.37,9.6,0.061,0.9953,6.3,0.47,white
5,0.37,12,0.037,0.9918,1.4,0.62,white
8,0.25,11.3,0.039,0.9936,9.05,0.34,white
6,0.23,8.7,0.073,0.9984,15.4,0.41,white
6,0.26,9.9,0.04,0.9956,7.1,0.58,white
6,0.3,9.3,0.049,0.9966,10.2,0.4,white
5,0.16,9.5,0.042,0.9942,1.6,0.32,white
6,0.23,8.7,0.073,0.9984,15.4,0.41,white
6,0.26,9.9,0.04,0.9956,7.1,0.58,white
6,0.3,9.3,0.049,0.9966,10.2,0.4,white
5,0.33,9.4,0.065,0.9974,12.4,0.39,white
5,0.38,9.4,0.046,0.9944,3.4,0.41,white
6,0.2,8.8,0.053,1.0008,15,0.79,white
5,0.33,9.4,0.065,0.9974,12.4,0.39,white
6,0.2,8.8,0.053,1.0008,15,0.79,white
6,0.36,9.9,0.049,0.9928,1.5,0.41,white
5,0.38,9.4,0.046,0.9944,3.4,0.41,white
6,0.46,12.6,0.042,0.9908,4.8,0.37,white
6,0.15,11.1,0.038,0.9917,1.2,0.43,white
7,0.42,12.8,0.03,0.9911,4.1,0.32,white
6,0.3,12,0.038,0.9912,2.8,0.53,white
7,0.27,12,0.029,0.9953,13.9,0.5,white
4,0.5,9.2,0.034,0.9932,0.8,0.34,white
6,0.26,12.3,0.032,0.9896,1,0.44,white
6,0.33,13,0.032,0.9889,1.2,0.41,white
6,0.3,12,0.038,0.9912,2.8,0.53,white
5,0.29,10.9,0.035,0.9926,1.7,0.38,white
7,0.42,12.8,0.03,0.9911,4.1,0.32,white
6,0.19,10,0.054,0.9964,6.3,0.54,white
5,0.32,9,0.033,0.9974,11.5,0.32,white
5,0.32,10.4,0.034,0.9944,1.5,0.6,white
5,0.32,9,0.033,0.9974,11.5,0.32,white
6,0.19,10,0.054,0.9964,6.3,0.54,white
6,0.17,10,0.051,0.9963,6.3,0.54,white
7,0.44,11.3,0.031,0.9948,11.2,0.43,white
7,0.44,11.3,0.031,0.9948,11.2,0.43,white
7,0.49,12,0.03,0.9953,15.1,0.51,white
7,0.44,11.3,0.031,0.9948,11.2,0.43,white
7,0.49,12,0.03,0.9953,15.1,0.51,white
6,0.21,10.6,0.044,0.9949,5.6,0.41,white
5,0.55,9.3,0.211,0.9988,12.6,0.56,white
6,0.19,9.4,0.123,0.9954,5.7,0.54,white
7,0.24,11,0.037,0.992,2.2,0.64,white
6,0.34,9.3,0.052,0.9984,11,0.55,white
6,0.19,9.4,0.123,0.9954,5.7,0.54,white
5,0.18,10.5,0.054,0.9926,1,0.51,white
7,0.24,11,0.037,0.992,2.2,0.64,white
6,0.18,9.5,0.039,0.9976,11.8,0.52,white
6,0.28,11.2,0.059,0.9972,7.8,0.77,white
6,0.34,12.3,0.029,0.991,4.7,0.62,white
5,0.44,9,0.049,0.998,11.5,0.44,white
5,0.26,9,0.041,0.9966,7.9,0.38,white
5,0.44,9,0.049,0.998,11.5,0.44,white
5,0.49,9,0.052,1.0007,17.8,0.82,white
6,0.24,11.4,0.042,0.992,1.7,0.42,white
7,0.25,11,0.046,0.9925,1.6,0.42,white
6,0.34,12.3,0.029,0.991,4.7,0.62,white
7,0.18,10.4,0.049,0.9934,1.6,0.67,white
5,0.27,10.3,0.058,0.9955,2.4,0.59,white
7,0.24,10.5,0.048,0.9944,6.4,0.55,white
6,0.22,9.8,0.053,0.9981,14,0.45,white
4,0.91,10,0.056,0.9968,1.6,0.46,white
5,0.34,9.7,0.056,0.9946,1.6,0.47,white
5,0.33,9.7,0.056,0.9946,1.4,0.47,white
6,0.22,9.8,0.053,0.9981,14,0.45,white
6,0.18,10.5,0.046,0.9946,4.7,0.66,white
6,0.2,10,0.054,0.997,10.2,0.46,white
7,0.13,11.5,0.054,0.9924,2.3,0.92,white
5,0.28,9.5,0.049,0.9958,7.8,0.39,white
6,0.25,10.5,0.042,0.994,2.4,0.61,white
6,0.36,10.2,0.255,0.9958,8.3,0.43,white
6,0.27,9.8,0.05,0.9984,13.9,0.5,white
6,0.37,11.6,0.031,0.9948,13.8,0.37,white
7,0.21,11.8,0.031,0.9932,7.3,0.38,white
7,0.18,10.1,0.035,0.9952,8.5,0.37,white
6,0.19,10.3,0.049,0.9924,1.8,0.5,white
6,0.21,10.4,0.048,0.9945,5.1,0.49,white
5,0.33,8.9,0.047,0.9976,16.05,0.46,white
5,0.33,8.9,0.047,0.9976,16.05,0.46,white
5,0.29,10.8,0.034,0.9938,7.35,0.31,white
5,0.31,9.2,0.058,0.9997,16.05,0.6,white
6,0.19,9.6,0.053,0.994,2,0.49,white
6,0.2,10.4,0.032,0.9921,1.2,0.37,white
6,0.25,8.7,0.043,0.9986,14,0.57,white
6,0.2,9.2,0.043,0.9987,16.2,0.36,white
5,0.3,9.2,0.045,0.9991,14.3,0.63,white
6,0.2,9.2,0.043,0.9987,16.2,0.36,white
5,0.3,9.2,0.045,0.9991,14.3,0.63,white
5,0.3,9.2,0.045,0.9991,14.3,0.63,white
5,0.22,10.2,0.029,0.9948,7.9,0.39,white
6,0.2,9.2,0.043,0.9987,16.2,0.36,white
5,0.53,9,0.036,0.993,1,0.32,white
5,0.24,9.7,0.05,0.9988,13.6,0.43,white
5,0.24,9.6,0.049,1,17.85,0.42,white
5,0.15,10,0.036,0.9932,1.3,0.76,white
5,0.3,9.2,0.045,0.9991,14.3,0.63,white
5,0.33,9.1,0.045,0.9989,13.7,0.64,white
5,0.24,8.7,0.046,1,18.3,0.41,white
5,0.24,8.7,0.046,1,18.3,0.41,white
5,0.35,9.5,0.056,0.9952,6.5,0.44,white
6,0.26,9.5,0.039,0.9969,10.3,0.49,white
6,0.29,8.9,0.037,0.9966,8.1,0.41,white
6,0.29,8.9,0.037,0.9966,8.1,0.41,white
6,0.31,9.9,0.053,0.9976,8.6,0.64,white
7,0.44,12.6,0.03,0.99,1.9,0.62,white
6,0.23,9.7,0.033,0.9988,14.1,0.43,white
5,0.21,10.4,0.039,0.9942,7.9,0.34,white
6,0.23,9.1,0.04,0.9984,10.7,0.49,white
5,0.34,10.4,0.04,0.9932,1.2,0.55,white
6,0.26,9.5,0.039,0.9969,10.3,0.49,white
6,0.29,8.9,0.037,0.9966,8.1,0.41,white
5,0.28,10.6,0.037,0.9933,1.9,0.69,white
7,0.37,12,0.029,0.9916,2.7,0.59,white
7,0.36,12.5,0.038,0.9914,5.7,0.59,white
5,0.13,9.6,0.062,0.9966,9.3,0.39,white
5,0.25,9.2,0.045,0.9958,8.1,0.42,white
6,0.18,9.9,0.041,0.9926,1.3,0.74,white
6,0.3,11.7,0.036,0.9939,8.5,0.46,white
6,0.23,9.6,0.049,0.9953,2.1,0.5,white
6,0.43,12,0.033,0.9906,3.5,0.37,white
7,0.36,12.5,0.038,0.9914,5.7,0.59,white
5,0.25,9.2,0.045,0.9958,8.1,0.42,white
6,0.18,9.9,0.041,0.9926,1.3,0.74,white
6,0.35,8.9,0.044,0.9991,14.4,0.58,white
6,0.22,9,0.049,0.9994,13.7,0.66,white
7,0.26,10.2,0.052,0.9976,11.1,0.49,white
5,0.13,9.6,0.062,0.9966,9.3,0.39,white
5,0.12,9.4,0.055,0.9953,4.9,0.41,white
5,0.37,10.4,0.028,0.9923,1.7,0.48,white
4,0.26,10.4,0.032,0.993,1.6,0.4,white
6,0.2,10,0.204,0.9931,1.4,0.43,white
6,0.22,10,0.208,0.9932,1.4,0.43,white
5,0.25,10.5,0.052,0.9926,1.6,0.41,white
6,0.27,11.4,0.047,0.9938,6.8,0.39,white
5,0.34,10.2,0.036,0.9966,9.7,0.4,white
6,0.27,10.4,0.043,0.9974,10.5,0.41,white
3,0.49,11,0.047,0.9924,2,0.37,white
6,0.71,10.1,0.042,0.9948,6.2,0.34,white
5,0.47,9.2,0.083,0.9964,8.3,0.35,white
6,0.28,10.3,0.04,0.9924,1.6,0.66,white
5,0.34,10.2,0.036,0.9966,9.7,0.4,white
6,0.27,10.4,0.043,0.9974,10.5,0.41,white
7,0.13,11.1,0.08,0.9938,4.6,0.39,white
5,0.16,9.9,0.031,0.9928,1.2,0.34,white
5,0.31,9,0.052,0.9959,7.6,0.38,white
5,0.36,8.6,0.052,1.0001,15,0.64,white
5,0.31,9,0.052,0.9959,7.6,0.38,white
5,0.36,8.6,0.052,1.0001,15,0.64,white
5,0.25,9.5,0.041,0.9968,11.6,0.52,white
5,0.45,9,0.051,0.9932,1.1,0.4,white
6,0.26,10,0.049,0.9954,7.8,0.58,white
6,0.22,9,0.066,0.9992,12,0.43,white
5,0.45,9,0.051,0.9932,1.1,0.4,white
7,0.19,10.2,0.046,0.9939,1.4,0.57,white
5,0.31,9.6,0.054,0.9952,6.7,0.44,white
5,0.25,9.7,0.036,0.9996,17.2,0.46,white
4,1.005,10.2,0.046,0.9966,1.4,0.49,white
7,0.31,13,0.028,0.9925,8.2,0.34,white
6,0.24,10.8,0.044,0.996,4.3,0.74,white
5,0.25,9.7,0.036,0.9996,17.2,0.46,white
5,0.29,9,0.063,0.9973,11.1,0.57,white
5,0.15,9.9,0.027,0.9937,1.1,0.4,white
6,0.12,9.2,0.058,0.9966,7.2,0.38,white
6,0.32,8.7,0.056,1.0017,16.6,0.58,white
5,0.17,10.1,0.024,0.993,1,0.37,white
5,0.17,10.1,0.024,0.993,1,0.37,white
5,0.21,9.5,0.039,0.9959,1.3,0.64,white
5,0.21,9.9,0.041,0.9958,1.4,0.57,white
6,0.32,8.7,0.056,1.0017,16.6,0.58,white
5,0.31,9,0.046,0.9958,6.9,0.46,white
6,0.27,8.6,0.076,0.9979,13.3,0.38,white
6,0.21,10.5,0.047,0.9941,8.1,0.35,white
7,0.23,9.5,0.044,0.997,9.2,0.56,white
6,0.2,10.1,0.047,0.9934,1.4,0.53,white
7,0.41,11.7,0.03,0.9927,3.2,0.79,white
6,0.49,10.7,0.036,0.9944,2.5,0.47,white
7,0.41,11.7,0.03,0.9927,3.2,0.79,white
5,0.2,9.2,0.086,0.9963,4.5,0.42,white
5,0.26,8.8,0.084,1.0011,18.35,0.39,white
5,0.26,8.8,0.084,1.0011,18.35,0.39,white
6,0.27,9.5,0.048,0.9959,7.8,0.43,white
5,0.28,10.2,0.057,0.9973,7,0.55,white
6,0.2,9.1,0.048,0.9966,6.3,0.5,white
6,0.33,10.5,0.044,0.9932,1.2,0.54,white
6,0.38,9,0.042,0.9984,12.8,0.46,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
6,0.19,9.1,0.049,1.0006,16.65,0.62,white
6,0.16,10.1,0.047,0.9937,1.9,0.53,white
5,0.22,10,0.043,0.9954,7.7,0.55,white
6,0.22,9.5,0.043,0.997,10.4,0.53,white
7,0.33,12.3,0.034,0.9912,3.3,0.31,white
4,0.43,9.1,0.054,0.9939,1.1,0.52,white
8,0.2,8.9,0.056,0.999,14.2,0.46,white
5,0.12,9.6,0.057,0.9957,6.3,0.44,white
6,0.3,11.6,0.053,0.9926,5.25,0.45,white
6,0.28,8.8,0.043,0.9994,14.6,0.67,white
6,0.2,8.9,0.055,1.0004,11.8,0.82,white
6,0.28,8.8,0.043,0.9994,14.6,0.67,white
6,0.2,8.9,0.055,1.0004,11.8,0.82,white
6,0.2,8.9,0.055,1.0004,11.8,0.82,white
6,0.18,9,0.055,1.0002,17.3,0.46,white
5,0.31,10,0.04,0.9922,1.4,0.46,white
5,0.31,10,0.038,0.9922,1.3,0.46,white
6,0.17,11.1,0.047,0.9934,1.6,0.69,white
6,0.3,11.6,0.053,0.9926,5.25,0.45,white
6,0.26,10.6,0.043,0.9941,2.4,0.68,white
6,0.28,8.8,0.043,0.9994,14.6,0.67,white
6,0.2,8.9,0.055,1.0004,11.8,0.82,white
6,0.18,10.1,0.038,0.9924,1.5,0.58,white
5,0.15,10,0.043,0.9948,1.8,0.47,white
7,0.4,12.2,0.034,0.9935,7.7,0.41,white
6,0.25,11,0.035,0.9918,2,0.53,white
5,0.15,10,0.043,0.9948,1.8,0.47,white
5,0.18,11.1,0.064,0.9924,1.4,0.45,white
6,0.32,10.4,0.046,0.9979,16.7,0.67,white
5,0.55,11.8,0.026,0.993,8.1,0.36,white
6,0.19,10.8,0.028,0.994,8,0.66,white
7,0.41,12.5,0.023,0.991,4.7,0.38,white
5,0.55,11.8,0.026,0.993,8.1,0.36,white
7,0.2,11.6,0.049,0.9922,2.1,0.46,white
6,0.32,10.4,0.046,0.9979,16.7,0.67,white
6,0.26,11.5,0.05,0.9937,6.4,0.7,white
6,0.21,10.1,0.051,0.9928,1.5,0.42,white
6,0.34,9.2,0.04,0.9965,7.6,0.53,white
6,0.21,10.1,0.051,0.9928,1.5,0.42,white
5,0.43,9.2,0.168,0.9991,12.4,0.64,white
5,0.3,8.9,0.16,0.9948,1.3,0.42,white
5,0.26,10.1,0.179,0.9925,1.7,0.54,white
5,0.32,8.9,0.046,0.9958,8.1,0.45,white
6,0.21,9.7,0.037,0.9962,7.1,0.45,white
6,0.34,9.2,0.04,0.9965,7.6,0.53,white
6,0.42,11,0.034,0.9951,2.3,0.52,white
5,0.29,10.7,0.042,0.9944,6.5,0.47,white
6,0.25,10.8,0.024,0.9916,1.4,0.54,white
5,0.23,9.8,0.049,0.9987,12.7,0.4,white
5,0.35,11,0.038,0.9928,1.6,0.48,white
5,0.2,10.4,0.018,0.9926,1.1,0.35,white
6,0.27,10.2,0.046,0.9934,1.2,0.41,white
5,0.29,10.7,0.042,0.9944,6.5,0.47,white
5,0.14,9,0.029,0.9949,4.6,0.44,white
5,0.24,10.6,0.042,0.9926,0.6,0.38,white
6,0.3,9.5,0.032,0.997,10.6,0.59,white
5,0.14,9,0.029,0.9949,4.6,0.44,white
6,0.13,9.2,0.028,0.9948,4.8,0.45,white
6,0.18,11,0.03,0.992,2.7,0.53,white
6,0.385,9.9,0.034,0.9964,12.6,0.63,white
5,0.24,10.6,0.042,0.9926,0.6,0.38,white
5,0.33,9.3,0.046,0.9982,9.2,0.47,white
5,0.34,9.6,0.052,0.9955,6.6,0.41,white
5,0.33,9.5,0.05,0.9955,7,0.42,white
7,0.28,9.7,0.031,0.9958,8.45,0.57,white
3,0.23,9.7,0.034,0.9997,11.1,0.55,white
5,0.21,8.7,0.042,1.0001,18.15,0.36,white
5,0.21,8.7,0.042,1.0001,18.15,0.36,white
5,0.485,12.4,0.026,0.9918,4.1,0.38,white
5,0.485,12.4,0.026,0.9918,4.1,0.38,white
6,0.29,10.6,0.029,0.9931,4.6,0.26,white
5,0.21,8.7,0.042,1.0001,18.15,0.36,white
7,0.31,12,0.031,0.9926,4.9,0.82,white
5,0.29,9,0.044,0.9966,8.3,0.47,white
5,0.46,8.8,0.04,0.9932,1.4,0.47,white
5,0.28,9.5,0.04,0.9969,11.5,0.56,white
6,0.23,10.8,0.036,0.9925,1.8,0.4,white
5,0.17,11.4,0.047,0.9914,1.6,0.48,white
5,0.18,10.3,0.049,0.996,2.4,0.46,white
6,0.22,9.5,0.042,0.9952,4.9,0.75,white
5,0.27,9.9,0.05,0.9934,1.8,0.44,white
5,0.28,10.2,0.051,0.9939,4.3,0.39,white
5,0.29,10.2,0.051,0.9939,4.4,0.39,white
6,0.32,11,0.029,0.9906,1.4,0.37,white
7,0.33,12.1,0.03,0.9901,1.6,0.34,white
6,0.34,9.1,0.057,0.9948,1.3,0.51,white
6,0.19,9.5,0.04,0.995,5.2,0.68,white
5,0.23,9.5,0.043,0.9953,5.6,0.76,white
5,0.27,9.8,0.045,0.9953,5.3,0.79,white
6,0.22,9.5,0.042,0.9952,4.9,0.75,white
5,0.18,10.3,0.049,0.996,2.4,0.46,white
5,0.36,9.6,0.039,0.9948,1.6,0.67,white
6,0.22,10.2,0.055,0.9951,2.1,0.54,white
6,0.17,10.5,0.042,0.9931,1.4,0.72,white
4,0.45,10.4,0.044,0.9962,7.1,0.41,white
5,0.36,9.6,0.039,0.9948,1.6,0.67,white
5,0.42,10.7,0.046,0.9959,10.7,0.33,white
6,0.33,10.5,0.036,0.9962,11.1,0.34,white
5,0.3,10.6,0.029,0.9958,10.7,0.42,white
6,0.17,9.6,0.053,0.9948,1.6,0.76,white
6,0.17,9.6,0.053,0.9948,1.6,0.76,white
5,0.17,9.5,0.05,0.994,1.5,0.58,white
6,0.17,9.4,0.049,0.9942,1.5,0.58,white
6,0.15,9.8,0.046,0.9942,1.6,0.38,white
6,0.17,9.6,0.053,0.9948,1.6,0.76,white
5,0.25,9.2,0.044,0.9964,8,0.44,white
5,0.24,9.5,0.045,0.9958,7.7,0.38,white
5,0.76,9.2,0.043,0.9932,2.7,0.38,white
5,0.22,9.4,0.052,0.9986,15.1,0.35,white
5,0.22,9.4,0.052,0.9986,15.1,0.35,white
5,0.28,9.3,0.048,0.9988,8.9,0.46,white
5,0.32,9.1,0.05,0.9953,6,0.4,white
5,0.24,9.5,0.046,0.9983,12.3,0.4,white
6,0.18,9.1,0.056,1,13.1,0.35,white
5,0.16,10.6,0.043,0.9951,6.7,0.46,white
5,0.24,9.5,0.046,0.9983,12.3,0.4,white
6,0.28,12.4,0.042,0.9906,2.3,0.56,white
5,0.34,8.7,0.047,0.9981,11.1,0.49,white
5,0.27,8.8,0.056,0.9936,1.5,0.45,white
5,0.16,10.6,0.043,0.9951,6.7,0.46,white
5,0.32,9.1,0.05,0.9953,6,0.4,white
5,0.24,9,0.057,1.0005,15.2,0.66,white
6,0.24,10.3,0.048,0.9972,10.2,0.48,white
6,0.18,9.1,0.056,1,13.1,0.35,white
6,0.23,9.5,0.038,0.9969,10.7,0.55,white
5,0.22,8.8,0.05,1.0001,17.1,0.37,white
5,0.22,8.8,0.05,1.0001,17.1,0.37,white
5,0.22,8.8,0.05,1.0001,17.1,0.37,white
5,0.33,9.9,0.05,0.9934,1.9,0.62,white
6,0.23,9.5,0.038,0.9969,10.7,0.55,white
5,0.22,8.8,0.05,1.0001,17.1,0.37,white
4,0.2,11.7,0.034,0.9902,1.2,0.37,white
5,0.26,10.8,0.04,0.993,1.2,0.56,white
6,0.2,12,0.041,0.9914,3.1,0.42,white
4,0.16,10.3,0.033,0.9941,1.5,0.39,white
5,0.25,9,0.076,0.9967,10.7,0.38,white
7,0.39,12.2,0.035,0.9918,4.9,0.58,white
5,0.26,9.9,0.051,0.998,12.6,0.38,white
5,0.25,9,0.076,0.9967,10.7,0.38,white
7,0.39,12.2,0.035,0.9918,4.9,0.58,white
5,0.28,10.1,0.048,0.9957,12.15,0.46,white
5,0.43,9.3,0.056,0.9986,12,0.55,white
5,0.33,9.5,0.062,0.9958,1.7,0.7,white
6,0.5,9.2,0.054,0.9948,2.6,0.5,white
5,0.28,11.7,0.036,0.9918,1.4,0.72,white
5,0.35,11,0.04,0.9923,1.9,0.38,white
6,0.22,9.6,0.056,0.9998,16.9,0.38,white
6,0.22,9.6,0.056,0.9998,16.9,0.38,white
6,0.24,11.9,0.03,0.9914,2.1,0.68,white
6,0.26,10.8,0.041,0.9939,7,0.52,white
5,0.16,10.1,0.054,0.9966,7.1,0.55,white
6,0.18,10.9,0.058,0.995,5.9,0.52,white
5,0.16,10.1,0.054,0.9966,7.1,0.55,white
5,0.24,10.4,0.06,0.994,8.7,0.31,white
5,0.33,9.2,0.056,0.9972,13.2,0.39,white
5,0.28,9.6,0.056,0.9998,15.3,0.5,white
5,0.28,9.6,0.056,0.9998,15.3,0.5,white
5,0.26,9,0.047,0.9982,13.2,0.46,white
7,0.14,11.5,0.037,0.9924,2.7,0.74,white
6,0.21,10.2,0.053,0.9972,10.65,0.48,white
6,0.2,9.9,0.054,0.997,10,0.42,white
6,0.115,9.6,0.056,0.9954,6.8,0.4,white
5,0.29,10.6,0.04,0.9962,15.6,0.54,white
5,0.33,9.2,0.056,0.9972,13.2,0.39,white
6,0.24,11.8,0.038,0.9921,5.1,0.46,white
6,0.24,12.2,0.035,0.9905,3,0.43,white
5,0.28,9.6,0.056,0.9998,15.3,0.5,white
6,0.22,10.6,0.052,0.993,2.1,0.41,white
6,0.18,10.3,0.054,0.9941,1.9,0.45,white
4,0.93,10.2,0.052,0.9994,8.6,0.59,white
5,0.29,10.7,0.035,0.9962,8.75,0.46,white
4,0.28,11.7,0.038,0.992,3.6,0.31,white
6,0.25,12,0.031,0.9922,4.7,0.33,white
6,0.18,10.6,0.048,0.994,1.3,0.66,white
4,0.24,12.2,0.031,0.9897,1.8,0.34,white
6,0.33,11,0.04,0.9954,9.7,0.48,white
7,0.37,12.4,0.03,0.99,4,0.46,white
6,0.49,9.4,0.087,0.9948,2.4,0.44,white
6,0.25,12,0.031,0.9922,4.7,0.33,white
5,0.22,11.6,0.028,0.998,18.8,0.35,white
5,0.35,9.4,0.069,0.9944,1.8,0.47,white
5,0.35,9.4,0.069,0.9944,1.8,0.47,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
5,0.32,9.2,0.042,0.996,7.8,0.37,white
5,0.32,9.2,0.05,0.9999,16.75,0.54,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
7,0.19,9.1,0.053,0.9986,12.8,0.49,white
5,0.32,9.2,0.042,0.996,7.8,0.37,white
7,0.34,9,0.06,0.9951,5.4,0.44,white
5,0.32,9.2,0.05,0.9999,16.75,0.54,white
6,0.24,10.8,0.047,0.993,1.3,0.55,white
6,0.36,9.5,0.053,0.9982,10.1,0.46,white
6,0.29,11,0.044,0.992,3.8,0.4,white
5,0.32,10,0.041,0.9963,10.9,0.47,white
5,0.3,9.5,0.04,0.995,6.6,0.47,white
6,0.33,10.1,0.041,0.9956,9.8,0.47,white
7,0.18,9.5,0.051,0.997,11.7,0.44,white
5,0.39,9.5,0.217,0.9936,1.2,0.53,white
5,0.25,9.5,0.056,0.9935,1.4,0.42,white
6,0.18,9.4,0.052,0.9963,9.6,0.49,white
6,0.18,9.4,0.048,0.9967,12.2,0.54,white
6,0.27,12.7,0.044,0.9912,2.6,0.51,white
5,0.23,9.7,0.037,0.9981,10.7,0.32,white
6,0.28,9.7,0.058,0.9966,4.9,0.51,white
6,0.18,9.4,0.048,0.9967,12.2,0.54,white
6,0.18,9.4,0.052,0.9963,9.6,0.49,white
5,0.25,9.5,0.056,0.9935,1.4,0.42,white
6,0.22,11.7,0.037,0.9902,1.1,0.38,white
6,0.18,11.7,0.036,0.99,1,0.37,white
5,0.26,9.7,0.051,0.996,8.2,0.52,white
6,0.25,9.5,0.049,0.9966,11.3,0.52,white
5,0.24,9.1,0.069,0.9962,7.3,0.53,white
6,0.28,10.3,0.051,0.994,2.3,0.67,white
5,0.26,9.7,0.051,0.996,8.2,0.52,white
5,0.24,9.9,0.058,0.994,2.1,0.55,white
5,0.27,9.9,0.059,0.9944,2,0.56,white
5,0.39,10.2,0.056,0.9974,10,0.6,white
6,0.24,12.1,0.035,0.996,15.75,0.37,white
7,0.23,11.3,0.045,0.9922,3.9,0.64,white
5,0.26,11.4,0.031,0.9917,2,0.49,white
6,0.32,12.2,0.039,0.9918,1.5,0.64,white
7,0.24,9.9,0.058,0.9936,1.6,0.5,white
6,0.21,10.3,0.056,0.9938,1.4,0.78,white
6,0.32,12.2,0.039,0.9918,1.5,0.64,white
6,0.17,10.4,0.047,0.9939,1.4,0.65,white
5,0.26,11.4,0.031,0.9917,2,0.49,white
6,0.28,9.9,0.041,0.9981,13.8,0.4,white
5,0.3,10,0.051,0.9941,1.3,0.62,white
6,0.25,11.5,0.051,0.9928,3.8,0.38,white
6,0.28,10.5,0.041,0.9952,6.9,0.6,white
7,0.24,12.5,0.027,0.9898,2.2,0.36,white
6,0.22,10.5,0.045,0.9914,1.6,0.44,white
6,0.28,9.9,0.041,0.9981,13.8,0.4,white
7,0.45,11.4,0.051,0.9957,10.8,0.47,white
6,0.23,9.8,0.056,0.998,12.8,0.42,white
7,0.45,11.4,0.051,0.9957,10.8,0.47,white
4,0.23,9.2,0.067,0.9986,15.3,0.44,white
5,0.28,8.9,0.046,0.9983,12.1,0.46,white
5,0.27,8.9,0.046,0.9982,12,0.46,white
7,0.2,9.5,0.042,0.997,11.6,0.59,white
6,0.25,11.5,0.034,0.9947,9.2,0.36,white
7,0.2,9.5,0.042,0.997,11.6,0.59,white
6,0.25,11.5,0.034,0.9947,9.2,0.36,white
6,0.2,9.5,0.054,0.99416,2.8,0.45,white
5,0.39,9.7,0.049,0.99516,1.6,0.51,white
5,0.23,9.7,0.067,0.99496,6.1,0.79,white
6,0.44,9.5,0.048,0.9974,8.5,0.46,white
5,0.28,9.4,0.04,0.99579,7.8,0.5,white
4,0.34,9,0.06,0.9983,14.9,0.45,white
6,0.15,10.6,0.046,0.99471,6.2,0.44,white
6,0.44,9.5,0.048,0.9974,8.5,0.46,white
5,0.29,9.1,0.042,0.99644,8.2,0.49,white
5,0.28,9.4,0.04,0.99579,7.8,0.5,white
5,0.23,8.8,0.094,0.99699,10.6,0.54,white
5,0.23,10.4,0.047,0.99758,11.2,0.74,white
5,0.36,8.9,0.043,0.9977,11.6,0.51,white
7,0.31,10.6,0.031,0.99397,7.1,0.38,white
4,0.34,9,0.06,0.9983,14.9,0.45,white
6,0.15,10.6,0.046,0.99471,6.2,0.44,white
6,0.2,10.6,0.047,0.99243,1.7,0.45,white
5,0.27,9,0.048,0.9962,7.7,0.47,white
6,0.34,8.8,0.06,1.00182,17.3,0.61,white
7,0.18,10.5,0.042,0.99384,1.4,0.6,white
5,0.29,9.5,0.046,0.99582,7.7,0.52,white
5,0.27,9,0.048,0.9962,7.7,0.47,white
6,0.26,10.4,0.049,0.9924,3.4,0.43,white
6,0.21,10,0.046,0.99466,1.6,0.46,white
5,0.14,10.4,0.039,0.99212,1.4,0.68,white
6,0.39,9,0.157,0.99449,1.4,0.53,white
5,0.48,9.3,0.049,0.99748,10.4,0.45,white
6,0.39,9,0.157,0.99449,1.4,0.53,white
5,0.48,9.3,0.049,0.99748,10.4,0.45,white
6,0.36,9,0.061,0.99475,4.1,0.45,white
6,0.25,11.5,0.032,0.99189,2.8,0.44,white
5,0.3,9,0.056,0.99827,15.7,0.48,white
6,0.19,10.4,0.045,0.99752,10.9,0.77,white
5,0.3,9,0.056,0.99827,15.7,0.48,white
5,0.42,10.6,0.027,0.99479,6.5,0.43,white
6,0.19,10.4,0.045,0.99752,10.9,0.77,white
6,0.2,8.5,0.034,0.99642,5.9,0.4,white
